payment_id,booking_id,amount,payment_method,invalid_amount_flag,orphan_booking_flag,payment_amount
PAY1517,B1288,8140.84,NETBANKING,False,False,8140.84
PAY1518,B1488,9707.48,NETBANKING,False,False,9707.48
PAY1519,B1491,6534.99,UPI,False,False,6534.99
PAY1520,B1611,11754.89,NETBANKING,False,False,11754.89
PAY1521,B1251,6952.65,UPI,False,False,6952.65
PAY1522,B1981,7404.46,UPI,False,False,7404.46
PAY1523,B1076,8247.5,CARD,False,False,8247.5
PAY1524,B1646,12645.54,CARD,False,False,12645.54
PAY1525,B1391,10231.31,CARD,False,False,10231.31
PAY1526,B1411,5888.25,CARD,False,False,5888.25
PAY1527,B1172,10384.47,NETBANKING,False,False,10384.47
PAY1528,B1874,9993.97,NETBANKING,False,False,9993.97
PAY1529,B1200,14034.27,CARD,False,False,14034.27
PAY1530,B1216,12779.83,UPI,False,False,12779.83
PAY1531,B1375,10064.26,UPI,False,False,10064.26
PAY1532,B1719,5781.1,UPI,False,False,5781.1
PAY1533,B1585,11914.07,UPI,False,False,11914.07
PAY1535,B1798,14793.78,UPI,False,False,14793.78
PAY1536,B1767,4465.09,UPI,False,False,4465.09
PAY1537,B1011,2115.18,CARD,False,False,2115.18
PAY1538,B1891,1978.49,UPI,False,False,1978.49
PAY1539,B1990,9960.43,NETBANKING,False,False,9960.43
PAY1540,B1589,14149.64,UPI,False,False,14149.64
PAY1541,B1434,1027.05,UPI,False,False,1027.05
PAY1542,B1683,11160.79,NETBANKING,False,False,11160.79
PAY1543,B1607,10198.91,CARD,False,False,10198.91
PAY1544,B1817,11252.26,NETBANKING,False,False,11252.26
PAY1545,B1372,5975.68,CARD,False,False,5975.68
PAY1546,B1272,12486.95,UPI,False,False,12486.95
PAY1547,B1930,1625.9,CARD,False,False,1625.9
PAY1549,B1924,4739.01,CARD,False,False,4739.01
PAY1550,B1690,7675.73,UPI,False,False,7675.73
PAY1551,B1575,12516.91,CARD,False,False,12516.91
PAY1552,B1508,4799.03,CARD,False,False,4799.03
PAY1553,B1131,3592.91,UPI,False,False,3592.91
PAY1554,B1854,10538.38,NETBANKING,False,False,10538.38
PAY1555,B1923,8467.53,NETBANKING,False,False,8467.53
PAY1556,B1783,8201.65,NETBANKING,False,False,8201.65
PAY1557,B1318,4594.77,UPI,False,False,4594.77
PAY1558,B1843,1488.32,UPI,False,False,1488.32
PAY1559,B1948,6743.77,NETBANKING,False,False,6743.77
PAY1560,B1852,2491.83,CARD,False,False,2491.83
PAY1561,B1620,13683.85,NETBANKING,False,False,13683.85
PAY1562,B1784,1577.5,UPI,False,False,1577.5
PAY1563,B1167,7043.11,CARD,False,False,7043.11
PAY1564,B1396,1731.44,CARD,False,False,1731.44
PAY1565,B1179,2337.61,UPI,False,False,2337.61
PAY1566,B1057,10224.13,CARD,False,False,10224.13
PAY1567,B1479,10059.56,NETBANKING,False,False,10059.56
PAY1569,B1590,1015.84,UPI,False,False,1015.84
PAY1570,B1459,2103.45,UPI,False,False,2103.45
PAY1571,B1060,11681.98,UPI,False,False,11681.98
PAY1572,B1368,9184.07,CARD,False,False,9184.07
PAY1573,B1120,1533.66,UPI,False,False,1533.66
PAY1574,B1718,7833.36,UPI,False,False,7833.36
PAY1575,B1545,10968.41,CARD,False,False,10968.41
PAY1577,B1016,14076.51,CARD,False,False,14076.51
PAY1578,B1495,5584.17,CARD,False,False,5584.17
PAY1579,B1496,2901.65,UPI,False,False,2901.65
PAY1580,B1504,4316.96,NETBANKING,False,False,4316.96
PAY1582,B1968,14600.78,NETBANKING,False,False,14600.78
PAY1583,B1314,7529.51,CARD,False,False,7529.51
PAY1584,B1068,5274.94,NETBANKING,False,False,5274.94
PAY1585,B1726,7008.67,UPI,False,False,7008.67
PAY1586,B1160,5267.38,UPI,False,False,5267.38
PAY1587,B1613,4590.83,NETBANKING,False,False,4590.83
PAY1588,B1887,9312.51,UPI,False,False,9312.51
PAY1589,B1717,1220.3,NETBANKING,False,False,1220.3
PAY1592,B1594,1448.88,NETBANKING,False,False,1448.88
PAY1593,B1992,2164.83,NETBANKING,False,False,2164.83
PAY1594,B1384,5107.55,NETBANKING,False,False,5107.55
PAY1595,B1268,13289.27,CARD,False,False,13289.27
PAY1596,B1922,11708.41,CARD,False,False,11708.41
PAY1597,B1453,1310.19,CARD,False,False,1310.19
PAY1598,B1698,8023.98,NETBANKING,False,False,8023.98
PAY1600,B1864,10081.04,UPI,False,False,10081.04
PAY1601,B1349,11101.75,CARD,False,False,11101.75
PAY1602,B1109,13080.08,NETBANKING,False,False,13080.08
PAY1603,B1482,7655.83,UPI,False,False,7655.83
PAY1604,B1406,14922.3,NETBANKING,False,False,14922.3
PAY1605,B1649,14719.81,UPI,False,False,14719.81
PAY1606,B1050,13350.33,NETBANKING,False,False,13350.33
PAY1607,B1402,9048.17,NETBANKING,False,False,9048.17
PAY1608,B1562,6572.09,UPI,False,False,6572.09
PAY1609,B1475,6101.41,CARD,False,False,6101.41
PAY1610,B1086,1169.75,UPI,False,False,1169.75
PAY1611,B1067,4488.44,UPI,False,False,4488.44
PAY1612,B1595,11063.32,UPI,False,False,11063.32
PAY1613,B1978,9450.85,UPI,False,False,9450.85
PAY1614,B1041,13829.91,UPI,False,False,13829.91
PAY1616,B1056,3173.87,NETBANKING,False,False,3173.87
PAY1617,B1737,12049.41,CARD,False,False,12049.41
PAY1618,B1195,6019.11,CARD,False,False,6019.11
PAY1619,B1759,2656.83,UPI,False,False,2656.83
PAY1620,B1677,14950.31,CARD,False,False,14950.31
PAY1621,B1061,12021.5,CARD,False,False,12021.5
PAY1622,B1262,6722.37,UPI,False,False,6722.37
PAY1624,B1764,10528.45,NETBANKING,False,False,10528.45
PAY1625,B1710,12059.65,CARD,False,False,12059.65
PAY1626,B1177,12412.89,NETBANKING,False,False,12412.89
PAY1627,B1947,2186.2,NETBANKING,False,False,2186.2
PAY1628,B1025,9721.62,CARD,False,False,9721.62
PAY1629,B1409,1095.0,UPI,False,False,1095.0
PAY1630,B1757,1608.39,CARD,False,False,1608.39
PAY1631,B1530,13655.72,CARD,False,False,13655.72
PAY1632,B1776,8385.89,CARD,False,False,8385.89
PAY1633,B1316,11302.63,UPI,False,False,11302.63
PAY1634,B1531,12739.01,UPI,False,False,12739.01
PAY1635,B1105,14294.21,UPI,False,False,14294.21
PAY1636,B1748,13170.94,UPI,False,False,13170.94
PAY1637,B1817,7766.36,CARD,False,False,7766.36
PAY1638,B1463,5703.58,NETBANKING,False,False,5703.58
PAY1639,B1245,3162.91,CARD,False,False,3162.91
PAY1640,B1080,6604.5,UPI,False,False,6604.5
PAY1641,B1661,6130.91,NETBANKING,False,False,6130.91
PAY1642,B1908,8834.05,CARD,False,False,8834.05
PAY1643,B1395,10317.13,NETBANKING,False,False,10317.13
PAY1645,B1832,11197.41,NETBANKING,False,False,11197.41
PAY1646,B1735,10012.48,NETBANKING,False,False,10012.48
PAY1647,B1925,5691.29,UPI,False,False,5691.29
PAY1648,B1263,1483.05,NETBANKING,False,False,1483.05
PAY1649,B1660,5033.75,CARD,False,False,5033.75
PAY1650,B1789,11758.27,NETBANKING,False,False,11758.27
PAY1651,B1273,3873.81,CARD,False,False,3873.81
PAY1652,B1705,10970.63,NETBANKING,False,False,10970.63
PAY1653,B1943,9116.92,NETBANKING,False,False,9116.92
PAY1654,B1171,3406.0,UPI,False,False,3406.0
PAY1655,B1264,4662.75,UPI,False,False,4662.75
PAY1656,B1962,7948.25,CARD,False,False,7948.25
PAY1658,B1025,11899.89,UPI,False,False,11899.89
PAY1659,B1468,11281.66,UPI,False,False,11281.66
PAY1660,B1861,9044.04,UPI,False,False,9044.04
PAY1661,B1475,12511.85,UPI,False,False,12511.85
PAY1662,B1355,8877.37,CARD,False,False,8877.37
PAY1663,B1025,14501.45,CARD,False,False,14501.45
PAY1665,B1263,10997.85,UPI,False,False,10997.85
PAY1666,B1137,6179.22,CARD,False,False,6179.22
PAY1667,B1815,4905.53,NETBANKING,False,False,4905.53
PAY1668,B1694,3525.42,CARD,False,False,3525.42
PAY1669,B1874,8735.05,NETBANKING,False,False,8735.05
PAY1670,B1753,4016.57,UPI,False,False,4016.57
PAY1671,B1565,3804.91,UPI,False,False,3804.91
PAY1672,B1461,14867.45,CARD,False,False,14867.45
PAY1673,B1167,12224.46,UPI,False,False,12224.46
PAY1674,B1630,11475.88,NETBANKING,False,False,11475.88
PAY1675,B1654,12116.85,NETBANKING,False,False,12116.85
PAY1676,B1080,14564.92,CARD,False,False,14564.92
PAY1678,B1913,4083.41,CARD,False,False,4083.41
PAY1679,B1863,13070.93,CARD,False,False,13070.93
PAY1680,B1869,11398.23,NETBANKING,False,False,11398.23
PAY1681,B1406,6800.32,NETBANKING,False,False,6800.32
PAY1682,B1573,7629.97,NETBANKING,False,False,7629.97
PAY1684,B1598,14019.19,NETBANKING,False,False,14019.19
PAY1685,B1610,5809.44,NETBANKING,False,False,5809.44
PAY1686,B1806,14488.78,NETBANKING,False,False,14488.78
PAY1687,B1910,13743.8,UPI,False,False,13743.8
PAY1688,B1052,9827.3,CARD,False,False,9827.3
PAY1689,B1983,9117.5,CARD,False,False,9117.5
PAY1690,B1703,6181.25,NETBANKING,False,False,6181.25
PAY1691,B1958,1256.74,CARD,False,False,1256.74
PAY1692,B1475,2786.72,NETBANKING,False,False,2786.72
PAY1693,B1591,11559.24,UPI,False,False,11559.24
PAY1694,B1015,7601.56,CARD,False,False,7601.56
PAY1695,B1359,3097.73,CARD,False,False,3097.73
PAY1696,B1486,4695.45,UPI,False,False,4695.45
PAY1697,B1837,14269.72,UPI,False,False,14269.72
PAY1698,B1705,6139.86,UPI,False,False,6139.86
PAY1699,B1501,13707.55,CARD,False,False,13707.55
PAY1701,B1619,8605.08,UPI,False,False,8605.08
PAY1702,B1814,1286.68,UPI,False,False,1286.68
PAY1703,B1776,8306.25,UPI,False,False,8306.25
PAY1706,B1208,9105.12,NETBANKING,False,False,9105.12
PAY1707,B1474,10060.35,UPI,False,False,10060.35
PAY1708,B1412,10616.41,NETBANKING,False,False,10616.41
PAY1709,B1676,11869.65,CARD,False,False,11869.65
PAY1711,B1853,8948.88,NETBANKING,False,False,8948.88
PAY1712,B1370,14742.11,UPI,False,False,14742.11
PAY1713,B1831,13574.02,CARD,False,False,13574.02
PAY1714,B1663,14337.32,UPI,False,False,14337.32
PAY1715,B1966,6405.91,UPI,False,False,6405.91
PAY1716,B1289,12016.99,NETBANKING,False,False,12016.99
PAY1717,B1431,9678.57,CARD,False,False,9678.57
PAY1718,B1267,2158.29,CARD,False,False,2158.29
PAY1719,B1150,12535.73,NETBANKING,False,False,12535.73
PAY1720,B1718,10479.42,UPI,False,False,10479.42
PAY1722,B1352,2116.34,CARD,False,False,2116.34
PAY1723,B1376,12718.31,NETBANKING,False,False,12718.31
PAY1724,B1652,2104.63,NETBANKING,False,False,2104.63
PAY1725,B1854,2278.95,UPI,False,False,2278.95
PAY1726,B1357,6983.72,UPI,False,False,6983.72
PAY1727,B1607,2887.17,NETBANKING,False,False,2887.17
PAY1728,B1940,13791.37,CARD,False,False,13791.37
PAY1729,B1369,7583.98,UPI,False,False,7583.98
PAY1730,B1226,8968.11,NETBANKING,False,False,8968.11
PAY1731,B1704,13993.49,NETBANKING,False,False,13993.49
PAY1732,B1302,8423.69,NETBANKING,False,False,8423.69
PAY1733,B1825,5950.28,CARD,False,False,5950.28
PAY1734,B1388,12160.17,UPI,False,False,12160.17
PAY1735,B1376,7199.9,UPI,False,False,7199.9
PAY1736,B1972,5458.57,UPI,False,False,5458.57
PAY1737,B1117,11125.21,CARD,False,False,11125.21
PAY1738,B1004,12222.48,UPI,False,False,12222.48
PAY1740,B1351,14687.44,UPI,False,False,14687.44
PAY1741,B1754,12013.34,UPI,False,False,12013.34
PAY1743,B1663,13004.79,NETBANKING,False,False,13004.79
PAY1744,B1639,1002.59,NETBANKING,False,False,1002.59
PAY1745,B1123,6074.04,UPI,False,False,6074.04
PAY1746,B1657,11326.44,UPI,False,False,11326.44
PAY1747,B1276,9396.07,UPI,False,False,9396.07
PAY1749,B1393,5252.26,UPI,False,False,5252.26
PAY1750,B1663,5715.1,CARD,False,False,5715.1
PAY1751,B1359,8949.59,UPI,False,False,8949.59
PAY1752,B1622,12642.38,UPI,False,False,12642.38
PAY1753,B1468,14054.88,NETBANKING,False,False,14054.88
PAY1754,B1984,11501.29,UPI,False,False,11501.29
PAY1755,B1627,12801.31,CARD,False,False,12801.31
PAY1758,B1250,6497.92,NETBANKING,False,False,6497.92
PAY1759,B1895,9624.54,CARD,False,False,9624.54
PAY1760,B1918,2739.31,NETBANKING,False,False,2739.31
PAY1761,B1149,9112.92,CARD,False,False,9112.92
PAY1762,B1451,10311.86,CARD,False,False,10311.86
PAY1763,B1161,7144.72,UPI,False,False,7144.72
PAY1764,B1119,14344.34,NETBANKING,False,False,14344.34
PAY1765,B1581,9514.99,NETBANKING,False,False,9514.99
PAY1767,B1350,7709.03,CARD,False,False,7709.03
PAY1768,B1098,10455.66,CARD,False,False,10455.66
PAY1769,B1166,5530.81,NETBANKING,False,False,5530.81
PAY1770,B1809,2114.98,CARD,False,False,2114.98
PAY1771,B1662,9168.1,NETBANKING,False,False,9168.1
PAY1772,B1837,14270.18,NETBANKING,False,False,14270.18
PAY1773,B1975,7791.01,CARD,False,False,7791.01
PAY1774,B1513,13685.53,CARD,False,False,13685.53
PAY1775,B1663,12690.33,CARD,False,False,12690.33
PAY1776,B1400,3063.78,UPI,False,False,3063.78
PAY1777,B1364,10914.38,NETBANKING,False,False,10914.38
PAY1779,B1325,4503.45,UPI,False,False,4503.45
PAY1780,B1580,10617.14,CARD,False,False,10617.14
PAY1781,B1632,11397.25,NETBANKING,False,False,11397.25
PAY1782,B1620,3518.55,UPI,False,False,3518.55
PAY1783,B1827,13802.23,NETBANKING,False,False,13802.23
PAY1784,B1246,11516.06,CARD,False,False,11516.06
PAY1785,B1433,14067.26,CARD,False,False,14067.26
PAY1786,B1092,5439.03,CARD,False,False,5439.03
PAY1787,B1267,14150.69,UPI,False,False,14150.69
PAY1788,B1614,6159.25,UPI,False,False,6159.25
PAY1789,B1942,1755.58,UPI,False,False,1755.58
PAY1790,B1962,11681.57,UPI,False,False,11681.57
PAY1791,B1623,10849.11,CARD,False,False,10849.11
PAY1792,B1320,9370.75,CARD,False,False,9370.75
PAY1793,B1922,7858.51,CARD,False,False,7858.51
PAY1794,B1815,1450.31,UPI,False,False,1450.31
PAY1795,B1855,9744.36,UPI,False,False,9744.36
PAY1796,B1061,6835.68,CARD,False,False,6835.68
PAY1797,B1299,8842.93,CARD,False,False,8842.93
PAY1798,B1402,7010.5,UPI,False,False,7010.5
PAY1799,B1954,14524.79,NETBANKING,False,False,14524.79
PAY1800,B1647,9457.52,CARD,False,False,9457.52
PAY1801,B1566,11489.31,CARD,False,False,11489.31
PAY1802,B1619,14108.86,CARD,False,False,14108.86
PAY1803,B1302,9282.39,UPI,False,False,9282.39
PAY1804,B1769,1168.88,CARD,False,False,1168.88
PAY1805,B1252,1480.08,CARD,False,False,1480.08
PAY1806,B1733,10832.74,CARD,False,False,10832.74
PAY1807,B1477,4907.19,CARD,False,False,4907.19
PAY1808,B1368,9111.32,CARD,False,False,9111.32
PAY1809,B1678,3831.88,NETBANKING,False,False,3831.88
PAY1810,B1940,4783.48,NETBANKING,False,False,4783.48
PAY1811,B1159,8064.97,CARD,False,False,8064.97
PAY1812,B1960,14657.97,CARD,False,False,14657.97
PAY1813,B1165,9627.79,CARD,False,False,9627.79
PAY1814,B1204,14106.07,CARD,False,False,14106.07
PAY1815,B1266,14431.32,UPI,False,False,14431.32
PAY1816,B1137,3913.54,UPI,False,False,3913.54
PAY1818,B1442,11779.89,NETBANKING,False,False,11779.89
PAY1819,B1857,13134.7,CARD,False,False,13134.7
PAY1820,B1759,8269.17,UPI,False,False,8269.17
PAY1821,B1566,14905.16,CARD,False,False,14905.16
PAY1822,B1915,1162.01,CARD,False,False,1162.01
PAY1823,B1720,5194.3,NETBANKING,False,False,5194.3
PAY1824,B1016,9724.26,NETBANKING,False,False,9724.26
PAY1825,B1067,7570.06,UPI,False,False,7570.06
PAY1826,B1132,2632.44,UPI,False,False,2632.44
PAY1827,B1699,6149.02,NETBANKING,False,False,6149.02
PAY1828,B1918,1356.26,NETBANKING,False,False,1356.26
PAY1829,B1429,9998.44,CARD,False,False,9998.44
PAY1830,B1307,13498.4,CARD,False,False,13498.4
PAY1831,B1649,13388.24,UPI,False,False,13388.24
PAY1833,B1411,7520.78,NETBANKING,False,False,7520.78
PAY1834,B1096,8168.44,UPI,False,False,8168.44
PAY1835,B1682,2916.86,CARD,False,False,2916.86
PAY1836,B1153,5774.24,NETBANKING,False,False,5774.24
PAY1837,B1694,3628.19,CARD,False,False,3628.19
PAY1839,B1303,13806.55,NETBANKING,False,False,13806.55
PAY1840,B1284,8516.93,CARD,False,False,8516.93
PAY1841,B1026,11188.7,UPI,False,False,11188.7
PAY1842,B1401,2700.51,UPI,False,False,2700.51
PAY1843,B1359,9519.49,UPI,False,False,9519.49
PAY1844,B1059,10839.07,UPI,False,False,10839.07
PAY1845,B1201,7338.75,CARD,False,False,7338.75
PAY1846,B1761,4405.82,NETBANKING,False,False,4405.82
PAY1847,B1873,13283.24,CARD,False,False,13283.24
PAY1848,B1580,11400.72,UPI,False,False,11400.72
PAY1849,B1969,13598.0,UPI,False,False,13598.0
PAY1851,B1532,14865.24,NETBANKING,False,False,14865.24
PAY1853,B1101,2214.47,CARD,False,False,2214.47
PAY1854,B1898,5718.04,CARD,False,False,5718.04
PAY1855,B1999,2806.06,NETBANKING,False,False,2806.06
PAY1856,B1606,8323.82,CARD,False,False,8323.82
PAY1857,B1445,9862.4,CARD,False,False,9862.4
PAY1858,B1872,9096.04,UPI,False,False,9096.04
PAY1859,B1228,4629.36,CARD,False,False,4629.36
PAY1860,B1124,13723.54,UPI,False,False,13723.54
PAY1861,B1769,1296.41,UPI,False,False,1296.41
PAY1862,B1833,5872.19,UPI,False,False,5872.19
PAY1863,B1998,11065.89,NETBANKING,False,False,11065.89
PAY1864,B1880,11737.0,UPI,False,False,11737.0
PAY1865,B1937,6825.66,CARD,False,False,6825.66
PAY1866,B1235,1236.74,CARD,False,False,1236.74
PAY1867,B1161,9652.61,UPI,False,False,9652.61
PAY1868,B1553,1883.33,UPI,False,False,1883.33
PAY1869,B1787,2509.98,CARD,False,False,2509.98
PAY1870,B1352,10103.51,UPI,False,False,10103.51
PAY1871,B1067,5374.84,NETBANKING,False,False,5374.84
PAY1872,B1172,5872.42,UPI,False,False,5872.42
PAY1873,B1842,7815.3,NETBANKING,False,False,7815.3
PAY1874,B1636,14700.1,NETBANKING,False,False,14700.1
PAY1875,B1681,14516.19,NETBANKING,False,False,14516.19
PAY1876,B1558,6827.65,UPI,False,False,6827.65
PAY1877,B1260,4716.99,NETBANKING,False,False,4716.99
PAY1878,B1216,5236.29,NETBANKING,False,False,5236.29
PAY1879,B1816,4762.94,UPI,False,False,4762.94
PAY1880,B1123,8451.44,NETBANKING,False,False,8451.44
PAY1881,B1804,9496.04,UPI,False,False,9496.04
PAY1882,B1161,7842.91,CARD,False,False,7842.91
PAY1883,B1200,6711.92,NETBANKING,False,False,6711.92
PAY1884,B1453,3957.99,UPI,False,False,3957.99
PAY1885,B1401,7755.08,CARD,False,False,7755.08
PAY1886,B1461,5775.44,NETBANKING,False,False,5775.44
PAY1887,B1274,8582.34,NETBANKING,False,False,8582.34
PAY1888,B1205,10452.65,UPI,False,False,10452.65
PAY1889,B1039,9866.37,CARD,False,False,9866.37
PAY1891,B1699,8784.73,NETBANKING,False,False,8784.73
PAY1892,B1866,4987.99,NETBANKING,False,False,4987.99
PAY1893,B1092,1339.36,NETBANKING,False,False,1339.36
PAY1894,B1041,9750.27,NETBANKING,False,False,9750.27
PAY1895,B1464,4535.96,CARD,False,False,4535.96
PAY1896,B1378,10365.35,CARD,False,False,10365.35
PAY1898,B1327,13822.99,UPI,False,False,13822.99
PAY1899,B1064,14413.72,UPI,False,False,14413.72
PAY1900,B1364,1147.36,NETBANKING,False,False,1147.36
PAY1901,B1820,14865.24,UPI,False,False,14865.24
PAY1902,B1483,10562.26,CARD,False,False,10562.26
PAY1903,B1646,10009.34,UPI,False,False,10009.34
PAY1904,B1900,1212.98,UPI,False,False,1212.98
PAY1905,B1023,13057.27,CARD,False,False,13057.27
PAY1906,B1539,3036.88,CARD,False,False,3036.88
PAY1907,B1061,12722.62,NETBANKING,False,False,12722.62
PAY1908,B1490,1217.88,CARD,False,False,1217.88
PAY1909,B1272,10043.5,CARD,False,False,10043.5
PAY1910,B1228,7087.22,UPI,False,False,7087.22
PAY1911,B1019,3810.73,CARD,False,False,3810.73
PAY1912,B1002,2505.86,NETBANKING,False,False,2505.86
PAY1913,B1420,7161.79,UPI,False,False,7161.79
PAY1914,B1729,2726.28,NETBANKING,False,False,2726.28
PAY1915,B1910,7810.25,CARD,False,False,7810.25
PAY1916,B1306,9753.04,NETBANKING,False,False,9753.04
PAY1917,B1431,12583.38,NETBANKING,False,False,12583.38
PAY1918,B1135,10501.09,CARD,False,False,10501.09
PAY1919,B1908,1912.8,CARD,False,False,1912.8
PAY1920,B1943,5304.06,UPI,False,False,5304.06
PAY1923,B1584,13148.95,CARD,False,False,13148.95
PAY1924,B1414,6182.07,NETBANKING,False,False,6182.07
PAY1926,B1117,13517.5,UPI,False,False,13517.5
PAY1927,B1665,13434.66,UPI,False,False,13434.66
PAY1928,B1208,12966.45,CARD,False,False,12966.45
PAY1929,B1951,12831.14,NETBANKING,False,False,12831.14
PAY1930,B1033,7723.56,UPI,False,False,7723.56
PAY1931,B1648,3484.04,CARD,False,False,3484.04
PAY1932,B1317,7684.83,UPI,False,False,7684.83
PAY1933,B1119,7924.37,CARD,False,False,7924.37
PAY1934,B1626,7859.04,NETBANKING,False,False,7859.04
PAY1935,B1524,8542.82,CARD,False,False,8542.82
PAY1936,B1580,4607.2,UPI,False,False,4607.2
PAY1937,B1936,6127.38,UPI,False,False,6127.38
PAY1938,B1844,7078.61,NETBANKING,False,False,7078.61
PAY1939,B1768,2835.7,NETBANKING,False,False,2835.7
PAY1940,B1088,7375.1,UPI,False,False,7375.1
PAY1941,B1511,12346.57,UPI,False,False,12346.57
PAY1942,B1046,12592.83,UPI,False,False,12592.83
PAY1943,B1771,6761.89,NETBANKING,False,False,6761.89
PAY1944,B1739,8263.32,UPI,False,False,8263.32
PAY1945,B1958,1471.1,NETBANKING,False,False,1471.1
PAY1946,B1691,10442.06,UPI,False,False,10442.06
PAY1947,B1521,6664.48,CARD,False,False,6664.48
PAY1948,B1283,7236.69,CARD,False,False,7236.69
PAY1950,B1637,7465.68,CARD,False,False,7465.68
PAY1951,B1133,1296.69,NETBANKING,False,False,1296.69
PAY1952,B1666,4184.87,CARD,False,False,4184.87
PAY1953,B1247,7658.69,CARD,False,False,7658.69
PAY1954,B1651,6941.55,NETBANKING,False,False,6941.55
PAY1955,B1317,13045.18,CARD,False,False,13045.18
PAY1956,B1435,8589.93,CARD,False,False,8589.93
PAY1957,B1175,10654.9,UPI,False,False,10654.9
PAY1958,B1834,7570.53,NETBANKING,False,False,7570.53
PAY1959,B1685,7155.18,NETBANKING,False,False,7155.18
PAY1960,B1992,7248.01,UPI,False,False,7248.01
PAY1962,B1350,8540.17,CARD,False,False,8540.17
PAY1963,B1142,4506.21,CARD,False,False,4506.21
PAY1964,B1966,13474.77,CARD,False,False,13474.77
PAY1965,B1803,5663.2,UPI,False,False,5663.2
PAY1966,B1397,3065.33,NETBANKING,False,False,3065.33
PAY1967,B1623,2351.71,CARD,False,False,2351.71
PAY1968,B1717,1187.92,UPI,False,False,1187.92
PAY1969,B1642,6919.99,NETBANKING,False,False,6919.99
PAY1970,B1368,3626.55,UPI,False,False,3626.55
PAY1971,B1500,1303.07,CARD,False,False,1303.07
PAY1972,B1621,8280.27,UPI,False,False,8280.27
PAY1973,B1369,10519.7,UPI,False,False,10519.7
PAY1974,B1578,2200.51,UPI,False,False,2200.51
PAY1975,B1381,7452.89,UPI,False,False,7452.89
PAY1976,B1085,11410.8,NETBANKING,False,False,11410.8
PAY1977,B1786,14801.3,CARD,False,False,14801.3
PAY1978,B1738,10340.66,NETBANKING,False,False,10340.66
PAY1979,B1459,4427.75,UPI,False,False,4427.75
PAY1980,B1949,11031.75,UPI,False,False,11031.75
PAY1982,B1521,3965.19,CARD,False,False,3965.19
PAY1983,B1488,12915.55,NETBANKING,False,False,12915.55
PAY1984,B1928,6983.66,NETBANKING,False,False,6983.66
PAY1985,B1396,14467.69,CARD,False,False,14467.69
PAY1986,B1895,11120.61,NETBANKING,False,False,11120.61
PAY1987,B1354,10023.88,UPI,False,False,10023.88
PAY1988,B1946,11196.94,UPI,False,False,11196.94
PAY1989,B1287,7693.36,CARD,False,False,7693.36
PAY1990,B1458,8073.17,NETBANKING,False,False,8073.17
PAY1991,B1623,12916.9,UPI,False,False,12916.9
PAY1993,B1535,13561.41,NETBANKING,False,False,13561.41
PAY1994,B1290,13471.57,UPI,False,False,13471.57
PAY1995,B1850,14670.86,NETBANKING,False,False,14670.86
PAY1996,B1837,10803.01,NETBANKING,False,False,10803.01
PAY1997,B1167,8032.22,NETBANKING,False,False,8032.22
PAY1998,B1949,3328.36,CARD,False,False,3328.36
PAY1999,B1620,10875.33,UPI,False,False,10875.33
